,id,playlist,artist,explicit,name,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,time_signature
3tJ4y2Zqx6gM9xOAuFfsSF,3tJ4y2Zqx6gM9xOAuFfsSF,ctrl alt repeat 🌱,Tove Lo,True,Cool Girl,2016-10-28,68,0.667,0.709,9,-7.018,0,0.105,0.33,3.74e-06,0.077,0.233,101.975,audio_features,spotify:track:3tJ4y2Zqx6gM9xOAuFfsSF,4
1azZh6vKceb5M0GnLrEOBZ,1azZh6vKceb5M0GnLrEOBZ,ctrl alt repeat 🌱,FLETCHER,True,You Should Talk,2017-09-28,48,0.77,0.455,7,-5.551,1,0.0344,0.386,1.36e-06,0.115,0.226,115.989,audio_features,spotify:track:1azZh6vKceb5M0GnLrEOBZ,4
4Hj5yNHgu2dyrnzRQN7Gld,4Hj5yNHgu2dyrnzRQN7Gld,ctrl alt repeat 🌱,Aminé,True,Yellow,2017-07-28,59,0.869,0.526,0,-5.766,1,0.111,0.139,0.0,0.119,0.217,128.997,audio_features,spotify:track:4Hj5yNHgu2dyrnzRQN7Gld,4
44QPo940wumNDeqL8v6AMu,44QPo940wumNDeqL8v6AMu,ctrl alt repeat 🌱,Astrid S,False,Jump,2016-05-20,42,0.551,0.61,2,-9.449,0,0.0926,0.0196,8.15e-06,0.353,0.175,171.978,audio_features,spotify:track:44QPo940wumNDeqL8v6AMu,4
18CpHOiML6nbXX0qkN7pie,18CpHOiML6nbXX0qkN7pie,ctrl alt repeat 🌱,Josef Salvat,False,The Days,2016-02-19,0,0.718,0.572,1,-8.101,1,0.0479,0.243,0.000343,0.238,0.171,116.874,audio_features,spotify:track:18CpHOiML6nbXX0qkN7pie,4
0DAsxISzun85PbsqAfIzeC,0DAsxISzun85PbsqAfIzeC,ctrl alt repeat 🌱,The xx,False,Intro,2009-08-18,65,0.617,0.778,9,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,audio_features,spotify:track:0DAsxISzun85PbsqAfIzeC,4
5tsnJOyHm4W5rVosu4Kylk,5tsnJOyHm4W5rVosu4Kylk,ctrl alt repeat 🌱,Leland,False,Mattress,2017-07-21,40,0.598,0.776,11,-5.467,0,0.209,0.136,0.0,0.088,0.153,175.748,audio_features,spotify:track:5tsnJOyHm4W5rVosu4Kylk,4
6jA8HL9i4QGzsj6fjoxp8Y,6jA8HL9i4QGzsj6fjoxp8Y,ctrl alt repeat 🌱,Martin Garrix,False,There for You,2017-05-26,79,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,4
6CdlG9yywc2xJKeOSE50Bc,6CdlG9yywc2xJKeOSE50Bc,ctrl alt repeat 🌱,Years & Years,False,Howl,2018-07-06,63,0.624,0.43,0,-10.283,1,0.0355,0.0307,0.0,0.0849,0.241,122.969,audio_features,spotify:track:6CdlG9yywc2xJKeOSE50Bc,4
0cEL1Cg68zorMS2hFq0JJI,0cEL1Cg68zorMS2hFq0JJI,ctrl alt repeat 🌱,Cosmic Spice,False,Tonight,2018-02-18,28,0.787,0.673,5,-5.422,1,0.11,0.169,1.28e-05,0.153,0.685,124.978,audio_features,spotify:track:0cEL1Cg68zorMS2hFq0JJI,4
5qOmZ8D5KueySUYqkyYypI,5qOmZ8D5KueySUYqkyYypI,caramel 🏮,Superfruit,False,Hurry Up!,2017-09-15,47,0.848,0.554,6,-5.737,1,0.106,0.149,0,0.0458,0.772,116.967,audio_features,spotify:track:5qOmZ8D5KueySUYqkyYypI,4
2XbcltKrNtMSdVjaoFYVfO,2XbcltKrNtMSdVjaoFYVfO,caramel 🏮,Jeremy Zucker,False,Keep My Head Afloat,2017-05-26,50,0.828,0.54,0,-8.005,1,0.116,0.0215,3.18e-05,0.0473,0.852,108.118,audio_features,spotify:track:2XbcltKrNtMSdVjaoFYVfO,4
6kSoZBTDLlyukdWgLM0TUZ,6kSoZBTDLlyukdWgLM0TUZ,caramel 🏮,ODESZA,False,Say My Name (feat. Zyra) - Jai Wolf Remix,2014-10-13,45,0.799,0.688,6,-4.485,0,0.0335,0.00304,0.198,0.149,0.107,115.009,audio_features,spotify:track:6kSoZBTDLlyukdWgLM0TUZ,4
6KBe2dsTlm8VDJiLMtRKLq,6KBe2dsTlm8VDJiLMtRKLq,caramel 🏮,11:11,False,Home,2017-11-14,35,0.8,0.781,2,-3.203,1,0.0392,0.196,0,0.0615,0.663,117.966,audio_features,spotify:track:6KBe2dsTlm8VDJiLMtRKLq,4
48td6xvpokdYwvbl3JIiXP,48td6xvpokdYwvbl3JIiXP,caramel 🏮,Michael Jackson,False,Love Never Felt so Good,2014-05-09,72,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,audio_features,spotify:track:48td6xvpokdYwvbl3JIiXP,4
68fQfop8GGdBb84ofVAAkO,68fQfop8GGdBb84ofVAAkO,caramel 🏮,Raleigh Ritchie,True,Keep it Simple,2016-02-26,41,0.768,0.52,0,-4.142,1,0.0685,0.111,0,0.214,0.714,101.989,audio_features,spotify:track:68fQfop8GGdBb84ofVAAkO,4
50NsdT6u77MIFociYnvzsG,50NsdT6u77MIFociYnvzsG,caramel 🏮,Bich Phuong,False,Bùa Yêu,2018-05-11,55,0.769,0.628,1,-5.997,1,0.0316,0.296,0.000103,0.105,0.366,109.998,audio_features,spotify:track:50NsdT6u77MIFociYnvzsG,4
5GXAXm5YOmYT0kL5jHvYBt,5GXAXm5YOmYT0kL5jHvYBt,caramel 🏮,The Weeknd,False,I Feel It Coming,2016-11-24,69,0.768,0.813,0,-5.94,0,0.128,0.427,0,0.102,0.579,92.994,audio_features,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,4
4veAfJzDj9Ohj8nMD84x1g,4veAfJzDj9Ohj8nMD84x1g,caramel 🏮,WESLEE,False,Gassed - Yung Bae Remix,2017-06-30,44,0.773,0.829,3,-4.709,0,0.181,0.0907,2.21e-06,0.0775,0.323,116.969,audio_features,spotify:track:4veAfJzDj9Ohj8nMD84x1g,4
2ZE3DJuizYTad2S4CvRRhK,2ZE3DJuizYTad2S4CvRRhK,caramel 🏮,Lauv,False,Easy Love,2017-10-06,56,0.745,0.481,2,-8.291,1,0.054,0.302,3.67e-06,0.0808,0.229,137.001,audio_features,spotify:track:2ZE3DJuizYTad2S4CvRRhK,4
1wjzFQodRWrPcQ0AnYnvQ9,1wjzFQodRWrPcQ0AnYnvQ9,caramel 🏮,Lauv,False,I Like Me Better,2017-05-19,85,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,4
4v0134PgBTGsFJiGcV4eJk,4v0134PgBTGsFJiGcV4eJk,caramel 🏮,Louis The Child,False,Last To Leave (feat. Caroline Ailin),2017-12-08,66,0.75,0.602,0,-6.404,1,0.179,0.0578,0.000226,0.102,0.576,94.247,audio_features,spotify:track:4v0134PgBTGsFJiGcV4eJk,4
1gTr1tAEJCmTLROnWy8azb,1gTr1tAEJCmTLROnWy8azb,caramel 🏮,Alextbh,False,Like That,2017-06-15,46,0.735,0.459,11,-8.442,1,0.044,0.349,0,0.323,0.675,104.045,audio_features,spotify:track:1gTr1tAEJCmTLROnWy8azb,4
18rxSlpAxqHHWamSpBvtvt,18rxSlpAxqHHWamSpBvtvt,caramel 🏮,Caroline Smith,False,Trying Not to Love You,2016-10-14,35,0.74,0.661,6,-7.656,1,0.126,0.687,0.000649,0.224,0.439,100.977,audio_features,spotify:track:18rxSlpAxqHHWamSpBvtvt,4
6AkjOP1lqsbs6S4s9ASdDb,6AkjOP1lqsbs6S4s9ASdDb,caramel 🏮,Tash,False,Lil' Love Song,2017-02-09,45,0.739,0.827,2,-4.935,1,0.14,0.159,0,0.168,0.631,92.003,audio_features,spotify:track:6AkjOP1lqsbs6S4s9ASdDb,4
1klGbW5a9qTBFUjFfddbmU,1klGbW5a9qTBFUjFfddbmU,caramel 🏮,Pentatonix,False,Can't Sleep Love,2015-10-16,60,0.73,0.433,2,-7.05,1,0.0455,0.0849,0,0.169,0.572,94.596,audio_features,spotify:track:1klGbW5a9qTBFUjFfddbmU,4
1LQCTO4mKTyeIXeq6iTPx1,1LQCTO4mKTyeIXeq6iTPx1,caramel 🏮,Elijah Blake,True,Dopeamine,2017-08-25,35,0.733,0.564,5,-8.186,0,0.127,0.657,0,0.114,0.636,97.441,audio_features,spotify:track:1LQCTO4mKTyeIXeq6iTPx1,4
7wvYmO5QscgIDDT0eNwbYX,7wvYmO5QscgIDDT0eNwbYX,caramel 🏮,Shawn Mendes,False,Lost In Japan,2018-03-23,67,0.726,0.708,7,-6.908,0,0.356,0.303,0,0.348,0.417,105.084,audio_features,spotify:track:7wvYmO5QscgIDDT0eNwbYX,4
5O6yA9NbjaFB3OCFJGyRxJ,5O6yA9NbjaFB3OCFJGyRxJ,caramel 🏮,Jaira Burns,False,Low Key In Love,2018-06-15,48,0.723,0.624,8,-7.589,0,0.16,0.634,0,0.115,0.386,100.033,audio_features,spotify:track:5O6yA9NbjaFB3OCFJGyRxJ,4
5ACLhZ2tV7NT18Eyct5sMP,5ACLhZ2tV7NT18Eyct5sMP,caramel 🏮,Superfruit,False,Bad 4 Us,2017-09-15,41,0.722,0.856,1,-3.961,1,0.0315,0.0175,0,0.156,0.905,110.012,audio_features,spotify:track:5ACLhZ2tV7NT18Eyct5sMP,4
6vjWim6xU6tPjA42GxSp1U,6vjWim6xU6tPjA42GxSp1U,caramel 🏮,Hayden James,False,Something About You - ODESZA Remix,2015-08-21,62,0.709,0.669,11,-8.422,0,0.0409,0.0216,0.0125,0.146,0.106,105.004,audio_features,spotify:track:6vjWim6xU6tPjA42GxSp1U,4
1hSOt9IeshMkuKP9ri4hOf,1hSOt9IeshMkuKP9ri4hOf,caramel 🏮,Troye Sivan,False,Bloom,2018-05-02,77,0.708,0.701,0,-5.196,1,0.0328,0.031,0,0.392,0.504,120.932,audio_features,spotify:track:1hSOt9IeshMkuKP9ri4hOf,4
4W5xLazldaVUOdckG0vJ2t,4W5xLazldaVUOdckG0vJ2t,caramel 🏮,Hayley Kiyoko,False,Feelings,2017-10-19,51,0.708,0.92,10,-3.854,0,0.0461,0.121,0,0.0936,0.604,110.956,audio_features,spotify:track:4W5xLazldaVUOdckG0vJ2t,4
71T7xF5wLbDRg76jxAwDqA,71T7xF5wLbDRg76jxAwDqA,caramel 🏮,Troye Sivan,False,My My My!,2018-01-11,74,0.697,0.472,1,-7.849,1,0.0779,0.0043,9.67e-05,0.044,0.49,102.983,audio_features,spotify:track:71T7xF5wLbDRg76jxAwDqA,4
6Nq5lE0CeOAAAqN4qhkbZU,6Nq5lE0CeOAAAqN4qhkbZU,caramel 🏮,Baby Bash,False,Suga Suga,2003-01-01,68,0.701,0.75,5,-3.191,0,0.274,0.657,3.13e-06,0.0845,0.515,82.531,audio_features,spotify:track:6Nq5lE0CeOAAAqN4qhkbZU,4
7GICmSnlMzHkVysdQn3lDb,7GICmSnlMzHkVysdQn3lDb,caramel 🏮,HONNE,False,Take You High,2016-07-13,47,0.686,0.66,9,-6.488,0,0.0374,0.00468,0.0037,0.355,0.527,93.501,audio_features,spotify:track:7GICmSnlMzHkVysdQn3lDb,4
1MMmcr0evQS3rWp9PAtJca,1MMmcr0evQS3rWp9PAtJca,caramel 🏮,Joe Hertz,False,Goodbye Kisses,2017-09-06,52,0.683,0.549,11,-7.938,0,0.172,0.191,4.67e-06,0.572,0.391,95.029,audio_features,spotify:track:1MMmcr0evQS3rWp9PAtJca,4
2lDDTkaUgw1odblWrzatKp,2lDDTkaUgw1odblWrzatKp,caramel 🏮,Jakubi,False,Nobody Better,2016-09-16,39,0.679,0.828,10,-5.322,0,0.0548,0.107,0,0.0752,0.61,103.916,audio_features,spotify:track:2lDDTkaUgw1odblWrzatKp,4
1ksVf5wo7iBpwJciuDrGIC,1ksVf5wo7iBpwJciuDrGIC,caramel 🏮,Opia,False,Shadow Dances,2016-06-17,31,0.669,0.565,7,-8.84,0,0.221,0.733,0,0.113,0.577,94.063,audio_features,spotify:track:1ksVf5wo7iBpwJciuDrGIC,4
7gbpozqwdFoqvv19BTk2hu,7gbpozqwdFoqvv19BTk2hu,caramel 🏮,Years & Years,False,Sanctify,2018-03-07,70,0.667,0.624,1,-5.527,1,0.0688,0.0152,2.05e-05,0.296,0.19,101.96,audio_features,spotify:track:7gbpozqwdFoqvv19BTk2hu,4
2KFsh3pocgDgEQK8HwgIE5,2KFsh3pocgDgEQK8HwgIE5,caramel 🏮,Astrid S,False,Party's Over,2017-06-30,35,0.663,0.521,10,-7.841,1,0.108,0.355,0,0.468,0.556,122.461,audio_features,spotify:track:2KFsh3pocgDgEQK8HwgIE5,4
1FF90LiSmV66PkkOW0QsX8,1FF90LiSmV66PkkOW0QsX8,caramel 🏮,Sinead Harnett,False,Rather Be with You,2016-08-04,46,0.656,0.543,11,-6.586,0,0.0848,0.0409,0,0.136,0.197,109.976,audio_features,spotify:track:1FF90LiSmV66PkkOW0QsX8,4
75NhhYjHO43mvZgYtnXgti,75NhhYjHO43mvZgYtnXgti,caramel 🏮,Avicii,False,Lonely Together (feat. Rita Ora),2017-08-10,80,0.65,0.683,5,-5.284,1,0.0704,0.176,2.82e-05,0.0832,0.228,102.968,audio_features,spotify:track:75NhhYjHO43mvZgYtnXgti,4
1z6WtY7X4HQJvzxC4UgkSf,1z6WtY7X4HQJvzxC4UgkSf,caramel 🏮,Beyoncé,False,Love On Top,2011-01-01,76,0.652,0.748,0,-5.242,1,0.0887,0.0849,0,0.604,0.652,94.1,audio_features,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,4
01k24g94i1JvkFLQmVEdCd,01k24g94i1JvkFLQmVEdCd,caramel 🏮,Years & Years,False,If You're Over Me,2018-05-10,87,0.647,0.853,8,-4.516,1,0.0904,0.0615,0,0.062,0.618,103.846,audio_features,spotify:track:01k24g94i1JvkFLQmVEdCd,4
0ym4YX3hAfliaRLylWVWfX,0ym4YX3hAfliaRLylWVWfX,caramel 🏮,NIKI,True,Say My Name,2018-05-23,53,0.637,0.457,6,-10.11,0,0.07,0.331,2.73e-05,0.0969,0.314,149.893,audio_features,spotify:track:0ym4YX3hAfliaRLylWVWfX,4
5RsyC96xCuV9hLXaUd8gI7,5RsyC96xCuV9hLXaUd8gI7,caramel 🏮,Vindata,False,Emotion,2018-05-18,48,0.635,0.695,5,-6.556,0,0.072,0.276,0.000253,0.164,0.586,92.971,audio_features,spotify:track:5RsyC96xCuV9hLXaUd8gI7,4
5jnp8E61wcoF6qIEtDHQnJ,5jnp8E61wcoF6qIEtDHQnJ,caramel 🏮,ODESZA,False,All We Need (feat. Shy Girls),2014-09-08,59,0.644,0.848,4,-4.952,0,0.0511,0.00416,0.0168,0.0629,0.283,99.989,audio_features,spotify:track:5jnp8E61wcoF6qIEtDHQnJ,4
7nWC1XQv8bRMpVYuh5Bexj,7nWC1XQv8bRMpVYuh5Bexj,caramel 🏮,Raleigh Ritchie,False,Cowards,2016-02-26,50,0.627,0.495,11,-8.113,1,0.0426,0.0409,0,0.111,0.23,77.452,audio_features,spotify:track:7nWC1XQv8bRMpVYuh5Bexj,4
3UzHyDmqpBJR2J65h0702t,3UzHyDmqpBJR2J65h0702t,caramel 🏮,Great Good Fine Ok,False,You're The One For Me,2014-10-02,39,0.63,0.655,0,-6.708,0,0.0366,0.0381,0.00606,0.168,0.329,102.009,audio_features,spotify:track:3UzHyDmqpBJR2J65h0702t,4
7zUsFsqqQbW82dnmPfRCbo,7zUsFsqqQbW82dnmPfRCbo,caramel 🏮,Raleigh Ritchie,True,Never Better,2016-02-26,37,0.606,0.813,4,-6.47,0,0.0686,0.000739,0.000183,0.0855,0.429,103.048,audio_features,spotify:track:7zUsFsqqQbW82dnmPfRCbo,4
4jczSEjkCeiO1hc8EZw2z6,4jczSEjkCeiO1hc8EZw2z6,caramel 🏮,Smallpools,True,Million Bucks,2017-08-04,35,0.608,0.865,1,-3.961,0,0.0451,0.00602,0,0.127,0.568,100.026,audio_features,spotify:track:4jczSEjkCeiO1hc8EZw2z6,4
1cH8OqrGa7TESdTxzeAiuz,1cH8OqrGa7TESdTxzeAiuz,caramel 🏮,Gibbz,False,Higher Than I've Ever Been (feat. Dominic Lalli),2016-01-07,22,0.592,0.235,9,-6.851,0,0.218,0.13,3.42e-06,0.118,0.727,105.771,audio_features,spotify:track:1cH8OqrGa7TESdTxzeAiuz,4
6tv43DiBgTHgC0dtID2MXW,6tv43DiBgTHgC0dtID2MXW,caramel 🏮,Whethan,False,Superlove (feat. Oh Wonder),2018-06-15,70,0.578,0.491,11,-8.544,0,0.21,0.203,0.000378,0.182,0.64,98.273,audio_features,spotify:track:6tv43DiBgTHgC0dtID2MXW,4
3xy8karhdpkltgdwj9FGbQ,3xy8karhdpkltgdwj9FGbQ,caramel 🏮,Joe Hertz,False,Stay Lost - Cabu Remix,2016-04-11,60,0.572,0.498,2,-10.484,0,0.431,0.0471,4.67e-06,0.247,0.549,109.192,audio_features,spotify:track:3xy8karhdpkltgdwj9FGbQ,4
2JZKXgq5zsokN01KWyiY6n,2JZKXgq5zsokN01KWyiY6n,caramel 🏮,Justin Timberlake,False,Mirrors,2013-03-15,66,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,audio_features,spotify:track:2JZKXgq5zsokN01KWyiY6n,4
7ciLq0Cip0yxiz6KANrOUq,7ciLq0Cip0yxiz6KANrOUq,caramel 🏮,DNCE,False,Toothbrush,2016-11-18,69,0.558,0.801,7,-5.795,1,0.131,0.133,0,0.392,0.831,105.006,audio_features,spotify:track:7ciLq0Cip0yxiz6KANrOUq,4
4Pd9CzbxizuUkb24RxTwwn,4Pd9CzbxizuUkb24RxTwwn,caramel 🏮,Louis Mattrs,False,Pink Lemonade,2017-10-13,39,0.54,0.776,7,-5.527,0,0.19,0.0695,0,0.286,0.651,89.98,audio_features,spotify:track:4Pd9CzbxizuUkb24RxTwwn,4
7rhBQSE2gIP82xIsAPsnhJ,7rhBQSE2gIP82xIsAPsnhJ,caramel 🏮,Bee's Knees,True,KUSTOM MADE (EDIT),2017-09-15,32,0.543,0.825,6,-5.589,0,0.339,0.0465,5.41e-06,0.291,0.598,100.009,audio_features,spotify:track:7rhBQSE2gIP82xIsAPsnhJ,4
7Fg342AJtNsIDdwCfX0paC,7Fg342AJtNsIDdwCfX0paC,caramel 🏮,ZAYN,False,Let Me,2018-04-12,85,0.46,0.567,9,-5.637,1,0.0515,0.239,6.04e-06,0.0934,0.189,168.419,audio_features,spotify:track:7Fg342AJtNsIDdwCfX0paC,4
4KjMVOw0XKJvsYc3rYjaZ3,4KjMVOw0XKJvsYc3rYjaZ3,caramel 🏮,Joe Hertz,False,Swimming - JNTHN STEIN Remix,2016-12-02,41,0.392,0.597,0,-6.046,0,0.174,0.443,4.64e-06,0.887,0.4,91.835,audio_features,spotify:track:4KjMVOw0XKJvsYc3rYjaZ3,4
0IQGPfm2eihxYYhQET4BnW,0IQGPfm2eihxYYhQET4BnW,caramel 🏮,Brayton Bowman,False,KUSTOM MADE,2017-02-24,20,0.349,0.84,1,-4.913,0,0.399,0.0854,0,0.275,0.707,180.474,audio_features,spotify:track:0IQGPfm2eihxYYhQET4BnW,4
2JXMbStwQxqfSo5DiiV8nj,2JXMbStwQxqfSo5DiiV8nj,caramel 🏮,Stanaj,False,Ain't Love Strange,2016-08-09,46,0.323,0.509,6,-6.827,0,0.06,0.246,0,0.145,0.201,53.36,audio_features,spotify:track:2JXMbStwQxqfSo5DiiV8nj,4
3gxTLbeyThPpg48udJOVIR,3gxTLbeyThPpg48udJOVIR,caramel 🏮,Nathan Sykes,False,Good Things Come To Those Who Wait,2016-11-04,48,0.322,0.663,6,-4.979,1,0.155,0.146,0,0.314,0.704,65.935,audio_features,spotify:track:3gxTLbeyThPpg48udJOVIR,4
03D9dvJvM8hvoZ90babytA,03D9dvJvM8hvoZ90babytA,caramel 🏮,Louis Futon,False,Surreal,2017-03-10,54,0.301,0.654,0,-5.892,1,0.237,0.236,0,0.128,0.203,177.941,audio_features,spotify:track:03D9dvJvM8hvoZ90babytA,4
7MGRcJy1saXKiphwqJBnRb,7MGRcJy1saXKiphwqJBnRb,caramel 🏮,Ariana Grande,False,Touch It,2016-05-20,64,0.273,0.703,7,-4.283,0,0.0548,0.0306,0,0.179,0.35,201.723,audio_features,spotify:track:7MGRcJy1saXKiphwqJBnRb,4
0d8anwJJGti8jE79Y4tXUD,0d8anwJJGti8jE79Y4tXUD,caramel 🏮,Justine Skye,True,Know Myself,2018-02-14,65,0.776,0.5,5,-7.451,0,0.0579,0.474,0.000931,0.169,0.544,100.055,audio_features,spotify:track:0d8anwJJGti8jE79Y4tXUD,4
5HbLlcJogki9rRq2KfkGQP,5HbLlcJogki9rRq2KfkGQP,caramel 🏮,Son Tung M-TP,False,Nơi Này Có Anh,2017-04-01,47,0.52,0.853,0,-5.249,1,0.0303,0.0446,0.000974,0.144,0.328,91.994,audio_features,spotify:track:5HbLlcJogki9rRq2KfkGQP,4
0DOe3Bfu8BJkBY9TaVLqG7,0DOe3Bfu8BJkBY9TaVLqG7,caramel 🏮,Ariana Grande,False,God is a woman,2018-07-13,65,0.604,0.673,1,-6.006,1,0.0557,0.0267,3.62e-05,0.195,0.278,145.015,audio_features,spotify:track:0DOe3Bfu8BJkBY9TaVLqG7,4
5J409CCD03eO7CQ050fiGx,5J409CCD03eO7CQ050fiGx,smooth 👾,Gabriel Garzón-Montano,False,Six Eight,2014-11-14,52,0.824,0.136,0,-7.938,1,0.0588,0.894,0.0035,0.0765,0.155,115.03,audio_features,spotify:track:5J409CCD03eO7CQ050fiGx,3
4gFxywaJejXWxo0NjlWzgg,4gFxywaJejXWxo0NjlWzgg,smooth 👾,Rihanna,False,Close To You,2016-01-28,55,0.314,0.166,10,-11.247,1,0.0363,0.896,0.0,0.138,0.14,79.978,audio_features,spotify:track:4gFxywaJejXWxo0NjlWzgg,4
3yHl63aucGapvq5m3B18g0,3yHl63aucGapvq5m3B18g0,smooth 👾,Khai,False,Do You Go Up,2016-07-01,40,0.5,0.219,1,-14.517,0,0.178,0.938,0.00348,0.103,0.223,97.146,audio_features,spotify:track:3yHl63aucGapvq5m3B18g0,5
16V37tEJapC7jTli8qHImc,16V37tEJapC7jTli8qHImc,smooth 👾,H.E.R.,False,My Song,2018-01-02,58,0.435,0.234,7,-8.674,0,0.0369,0.974,4.27e-06,0.131,0.353,102.304,audio_features,spotify:track:16V37tEJapC7jTli8qHImc,4
55u7i9qpVq4HCC4kgVNDwb,55u7i9qpVq4HCC4kgVNDwb,smooth 👾,JMR,False,Shivers,2016-03-25,29,0.35,0.235,4,-13.358,0,0.044,0.749,0.000467,0.0816,0.0611,115.389,audio_features,spotify:track:55u7i9qpVq4HCC4kgVNDwb,4
6vPDjg4zuLlJrzgm9vqZCj,6vPDjg4zuLlJrzgm9vqZCj,smooth 👾,Tom Misch,False,In the Midst of It All,2015-08-28,59,0.362,0.236,9,-11.081,1,0.0468,0.706,0.139,0.109,0.0434,88.421,audio_features,spotify:track:6vPDjg4zuLlJrzgm9vqZCj,4
1boXOL0ua7N2iCOUVI1p9F,1boXOL0ua7N2iCOUVI1p9F,smooth 👾,Daniel Caesar,True,Japanese Denim,2016-10-21,74,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,audio_features,spotify:track:1boXOL0ua7N2iCOUVI1p9F,3
0QIsQaFvJzhg6urZoakK84,0QIsQaFvJzhg6urZoakK84,smooth 👾,Kacy Hill,False,Like A Woman,2017-06-30,44,0.721,0.238,6,-11.427,0,0.0669,0.395,0.0,0.0637,0.386,130.152,audio_features,spotify:track:0QIsQaFvJzhg6urZoakK84,4
1RKytJX5Lpe8yJm1Jx7XU5,1RKytJX5Lpe8yJm1Jx7XU5,smooth 👾,SG Lewis,False,Yours,2016-08-18,56,0.651,0.254,6,-11.968,0,0.182,0.568,1.94e-05,0.275,0.208,127.856,audio_features,spotify:track:1RKytJX5Lpe8yJm1Jx7XU5,4
4uhFAUgAadvq6vTHfIkl5B,4uhFAUgAadvq6vTHfIkl5B,smooth 👾,Thirdstory,False,Grows Old,2016-05-06,37,0.301,0.26,8,-14.108,1,0.036,0.684,0.5,0.143,0.0898,79.782,audio_features,spotify:track:4uhFAUgAadvq6vTHfIkl5B,4
3TpXajg1nKzG3ngc9tBwrD,3TpXajg1nKzG3ngc9tBwrD,smooth 👾,Bruno Major,False,Easily,2016-11-25,70,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902,audio_features,spotify:track:3TpXajg1nKzG3ngc9tBwrD,3
57K5RyWj4jOlc07wRz6axh,57K5RyWj4jOlc07wRz6axh,smooth 👾,Moses Sumney,False,Plastic (Mid-City Island Version),2014-04-07,54,0.457,0.275,11,-12.553,1,0.0468,0.741,0.0,0.115,0.18,120.044,audio_features,spotify:track:57K5RyWj4jOlc07wRz6axh,4
2TRnVXGSK4aBtfEOaB460m,2TRnVXGSK4aBtfEOaB460m,smooth 👾,Snoh Aalegra,False,Fool For You,2017-10-20,56,0.58,0.278,2,-11.569,1,0.0701,0.846,0.000241,0.104,0.259,149.781,audio_features,spotify:track:2TRnVXGSK4aBtfEOaB460m,3
58dSdjfEYNSxte1aNVxuNf,58dSdjfEYNSxte1aNVxuNf,smooth 👾,Mac Ayres,False,Easy,2017-08-11,65,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,audio_features,spotify:track:58dSdjfEYNSxte1aNVxuNf,4
7zFXmv6vqI4qOt4yGf3jYZ,7zFXmv6vqI4qOt4yGf3jYZ,smooth 👾,Daniel Caesar,False,Get You (feat. Kali Uchis),2017-08-25,78,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,audio_features,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,4
1x1BKrrpq7CfOZPBeUsx16,1x1BKrrpq7CfOZPBeUsx16,smooth 👾,Berhana,True,Grey Luh,2016-07-21,68,0.543,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,audio_features,spotify:track:1x1BKrrpq7CfOZPBeUsx16,4
59z8pNIugOsW1Otunllerc,59z8pNIugOsW1Otunllerc,smooth 👾,Jeff Bernat,False,Once Upon a Time,2017-05-02,43,0.709,0.302,2,-8.474,1,0.0425,0.359,0.0263,0.16,0.594,83.026,audio_features,spotify:track:59z8pNIugOsW1Otunllerc,4
3MoIvDgJqKIfta5V5x7Lc6,3MoIvDgJqKIfta5V5x7Lc6,smooth 👾,Gallant,True,Gentleman,2018-04-03,60,0.356,0.322,4,-11.063,0,0.0959,0.717,0.0,0.102,0.292,96.008,audio_features,spotify:track:3MoIvDgJqKIfta5V5x7Lc6,4
4T5tKuQBjol779cYZyL9D2,4T5tKuQBjol779cYZyL9D2,smooth 👾,JP Saxe,False,The Few Things,2018-03-09,64,0.536,0.322,7,-12.834,1,0.0621,0.601,2.26e-05,0.113,0.236,135.5,audio_features,spotify:track:4T5tKuQBjol779cYZyL9D2,4
5FvapYqWK6TEuh4csYwQ9O,5FvapYqWK6TEuh4csYwQ9O,smooth 👾,Corinne Bailey Rae,False,Is This Love,2011-01-21,52,0.683,0.333,7,-9.195,0,0.0434,0.81,0.00178,0.211,0.329,123.804,audio_features,spotify:track:5FvapYqWK6TEuh4csYwQ9O,3
